"특성별","경험및변화별","품목군별","항목","단위","2019 년","2020 년","2021 년","2022 년",
"1인","평균","발효미생물류","비율","점","2.97","3.08","3.22","3.03",
"1인","평균","신규기능성식품","비율","점","","","2.97","3.04",
"2인","구입없음","비타민 및 무기질","비율","","23.8","24.5","24.6","28.5",
"2인","구입없음","식이섬유","비율","","54.6","57.2","60.2","60.6",
"2인","구입없음","아미노산 및 단백질","비율","","59.9","60.5","53.2","60.9",
"2인","구입없음","필수지방산","비율","","47","49.9","","",
"2인","구입없음","지방산","비율","","","","34.5","39.8",
"2인","구입없음","클로렐라/엽록소","비율","","59.9","68.2","","",
"2인","구입없음","엽록소","비율","","","","62.7","64.4",
"2인","구입없음","인삼류","비율","","36.7","45.6","36.9","36.3",
"2인","구입없음","페놀류","비율","","63.5","70.2","61.6","63.5",
"2인","구입없음","당 및 탄수화물","비율","","62.1","67","58.2","60.9",
"2인","구입없음","발효미생물류","비율","","42.1","32.2","32.3","36.8",
"2인","구입없음","신규기능성식품","비율","","","","47.5","47.3",
"2인","구입있음","비타민 및 무기질","비율","","76.2","75.5","75.4","71.5",
"2인","구입있음","식이섬유","비율","","45.4","42.8","39.8","39.4",
"2인","구입있음","아미노산 및 단백질","비율","","40.1","39.5","46.8","39.1",
"2인","구입있음","필수지방산","비율","","53","50.1","","",
"2인","구입있음","지방산","비율","","","","65.5","60.2",
"2인","구입있음","클로렐라/엽록소","비율","","40.1","31.8","","",
"2인","구입있음","엽록소","비율","","","","37.3","35.6",
"2인","구입있음","인삼류","비율","","63.3","54.4","63.1","63.7",
"2인","구입있음","페놀류","비율","","36.5","29.8","38.4","36.5",
"2인","구입있음","당 및 탄수화물","비율","","37.9","33","41.8","39.1",
"2인","구입있음","발효미생물류","비율","","57.9","67.8","67.7","63.2",
"2인","구입있음","신규기능성식품","비율","","","","52.5","52.7",
"2인","매우 감소","비타민 및 무기질","비율","%","4.4",".6","1.4","1",
"2인","매우 감소","식이섬유","비율","%","4.7","3.5","4.5","4.9",
"2인","매우 감소","아미노산 및 단백질","비율","%","7.5","2.8","4.8","6",
"2인","매우 감소","필수지방산","비율","%","2.9","1.5","","",
"2인","매우 감소","지방산","비율","%","","",".5","1.4",
"2인","매우 감소","클로렐라/엽록소","비율","%","5.6","4.3","","",
"2인","매우 감소","엽록소","비율","%","","","7.3","7.5",
"2인","매우 감소","인삼류","비율","%","5.1","3.7","3.9","3.2",
"2인","매우 감소","페놀류","비율","%","4.5","1","7.3","5.9",
"2인","매우 감소","당 및 탄수화물","비율","%","4.8","11.2","7.3","5.1",
"2인","매우 감소","발효미생물류","비율","%","3.7","4.1",".8","2.3",
"2인","매우 감소","신규기능성식품","비율","%","","","2.6","5.5",
"2인","약간 감소","비타민 및 무기질","비율","%","3.5","4.4","10","4.2",
"2인","약간 감소","식이섬유","비율","%","21.2","16.8","14","16.2",
"2인","약간 감소","아미노산 및 단백질","비율","%","17.1","14.8","15.1","17.5",
"2인","약간 감소","필수지방산","비율","%","15.6","9.8","","",
"2인","약간 감소","지방산","비율","%","","","10.5","8.9",
"2인","약간 감소","클로렐라/엽록소","비율","%","23.7","8.8","","",
"2인","약간 감소","엽록소","비율","%","","","19.4","15.6",
"2인","약간 감소","인삼류","비율","%","14.5","12.6","11.8","12.5",
"2인","약간 감소","페놀류","비율","%","27","9.2","18.2","15.2",
"2인","약간 감소","당 및 탄수화물","비율","%","31","10.5","17.8","13.3",
"2인","약간 감소","발효미생물류","비율","%","12.9","5.5","7.7","8.3",
"2인","약간 감소","신규기능성식품","비율","%","","","12.8","13",
"2인","비슷","비타민 및 무기질","비율","%","72.6","54","68","76.9",
"2인","비슷","식이섬유","비율","%","53.4","67.3","60.6","63.5",
"2인","비슷","아미노산 및 단백질","비율","%","64.2","60.5","65","64.7",
"2인","비슷","필수지방산","비율","%","67.3","66.6","","",
"2인","비슷","지방산","비율","%","","","63","66.3",
"2인","비슷","클로렐라/엽록소","비율","%","55.9","68.1","","",
"2인","비슷","엽록소","비율","%","","","64.6","66.3",
"2인","비슷","인삼류","비율","%","61.6","59.7","59.3","60.4",
"2인","비슷","페놀류","비율","%","60.5","72.5","64.1","67.1",
"2인","비슷","당 및 탄수화물","비율","%","51","64.2","65.6","65.8",
"2인","비슷","발효미생물류","비율","%","56.6","61.7","56.5","66.1",
"2인","비슷","신규기능성식품","비율","%","","","61.7","64.8",
"2인","약간 증가","비타민 및 무기질","비율","%","19.5","39.7","20.3","17.3",
"2인","약간 증가","식이섬유","비율","%","19.2","11.9","20.8","14.8",
"2인","약간 증가","아미노산 및 단백질","비율","%","11.1","19.5","14.2","11.3",
"2인","약간 증가","필수지방산","비율","%","14.1","21.6","","",
"2인","약간 증가","지방산","비율","%","","","25.1","23.1",
"2인","약간 증가","클로렐라/엽록소","비율","%","14.8","18.8","","",
"2인","약간 증가","엽록소","비율","%","","","8.3","9.5",
"2인","약간 증가","인삼류","비율","%","18.5","23","24.5","22.3",
"2인","약간 증가","페놀류","비율","%","7.9","16","9.5","10.8",
"2인","약간 증가","당 및 탄수화물","비율","%","13.1","12.6","8.3","15.6",
"2인","약간 증가","발효미생물류","비율","%","26.4","28.6","33.8","22.2",
"2인","약간 증가","신규기능성식품","비율","%","","","22.1","16.2",
"2인","매우 증가","비타민 및 무기질","비율","%","0","1.2",".3",".8",
"2인","매우 증가","식이섬유","비율","%","1.5",".5",".2",".6",
"2인","매우 증가","아미노산 및 단백질","비율","%","0","2.4",".9",".4",
"2인","매우 증가","필수지방산","비율","%",".1",".5","","",
"2인","매우 증가","지방산","비율","%","","","1",".3",
"2인","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"2인","매우 증가","엽록소","비율","%","","",".3","1.1",
"2인","매우 증가","인삼류","비율","%",".3",".9",".5","1.7",
"2인","매우 증가","페놀류","비율","%","0","1.3",".9","1",
"2인","매우 증가","당 및 탄수화물","비율","%",".1","1.4",".9",".1",
"2인","매우 증가","발효미생물류","비율","%",".4",".1","1.1","1",
"2인","매우 증가","신규기능성식품","비율","%","","",".8",".5",
"2인","평균","비타민 및 무기질","비율","점","3.07","3.37","3.08","3.13",
"2인","평균","식이섬유","비율","점","2.91","2.89","2.98","2.9",
"2인","평균","아미노산 및 단백질","비율","점","2.79","3.04","2.91","2.83",
"2인","평균","필수지방산","비율","점","2.93","3.1","","",
"2인","평균","지방산","비율","점","","","3.16","3.12",
"2인","평균","클로렐라/엽록소","비율","점","2.8","3.01","","",
"2인","평균","엽록소","비율","점","","","2.75","2.81",
"2인","평균","인삼류","비율","점","2.94","3.05","3.06","3.07",
"2인","평균","페놀류","비율","점","2.72","3.07","2.79","2.86",
"2인","평균","당 및 탄수화물","비율","점","2.73","2.82","2.78","2.92",
"2인","평균","발효미생물류","비율","점","3.07","3.15","3.27","3.11",
"2인","평균","신규기능성식품","비율","점","","","3.06","2.93",
"3인","구입없음","비타민 및 무기질","비율","","20.7","17.7","19.3","24.9",
"3인","구입없음","식이섬유","비율","","51.6","51.3","59.4","60.7",
"3인","구입없음","아미노산 및 단백질","비율","","58.1","57.2","54.7","60.6",
"3인","구입없음","필수지방산","비율","","39.6","40.6","","",
"3인","구입없음","지방산","비율","","","","35.2","42.6",
"3인","구입없음","클로렐라/엽록소","비율","","56.3","63.5","","",
"3인","구입없음","엽록소","비율","","","","62.6","66",
"3인","구입없음","인삼류","비율","","35.2","36.4","37.6","39.4",
"3인","구입없음","페놀류","비율","","59.7","64.6","60.8","63.8",
"3인","구입없음","당 및 탄수화물","비율","","58","60.3","61.9","63.3",
"3인","구입없음","발효미생물류","비율","","32.5","26.9","24.2","32.7",
"3인","구입없음","신규기능성식품","비율","","","","41.1","44",
"3인","구입있음","비타민 및 무기질","비율","","79.3","82.3","80.7","75.1",
"3인","구입있음","식이섬유","비율","","48.4","48.7","40.6","39.3",
"3인","구입있음","아미노산 및 단백질","비율","","41.9","42.8","45.3","39.4",
"3인","구입있음","필수지방산","비율","","60.4","59.4","","",
"3인","구입있음","지방산","비율","","","","64.8","57.4",
"3인","구입있음","클로렐라/엽록소","비율","","43.7","36.5","","",
"3인","구입있음","엽록소","비율","","","","37.4","34",
"3인","구입있음","인삼류","비율","","64.8","63.6","62.4","60.6",
"3인","구입있음","페놀류","비율","","40.3","35.4","39.2","36.2",
"3인","구입있음","당 및 탄수화물","비율","","42","39.7","38.1","36.7",
"3인","구입있음","발효미생물류","비율","","67.5","73.1","75.8","67.3",
"3인","구입있음","신규기능성식품","비율","","","","58.9","56",
"3인","매우 감소","비타민 및 무기질","비율","%","1.9","2.3","3.5",".5",
"3인","매우 감소","식이섬유","비율","%","5.5","1.4","10","13.7",
"3인","매우 감소","아미노산 및 단백질","비율","%","2.7","5.4","7.2","10.9",
"3인","매우 감소","필수지방산","비율","%","2.8","2","","",
"3인","매우 감소","지방산","비율","%","","","2.6","3.5",
"3인","매우 감소","클로렐라/엽록소","비율","%","8.5","7.5","","",
"3인","매우 감소","엽록소","비율","%","","","10.2","9.9",
"3인","매우 감소","인삼류","비율","%","4.1","3.5","5.6","6",
"3인","매우 감소","페놀류","비율","%","5.6","8.9","9.8","8.8",
"3인","매우 감소","당 및 탄수화물","비율","%","6.2","7.2","8.3","8.1",
"3인","매우 감소","발효미생물류","비율","%","1.7","1.6","3.6","1.4",
"3인","매우 감소","신규기능성식품","비율","%","","","1.7","3.1",
"3인","약간 감소","비타민 및 무기질","비율","%","7.7","4.1","8.2","5.1",
"3인","약간 감소","식이섬유","비율","%","25","20.5","17.6","13.6",
"3인","약간 감소","아미노산 및 단백질","비율","%","15.2","16.9","16.1","20.4",
"3인","약간 감소","필수지방산","비율","%","9.5","9","","",
"3인","약간 감소","지방산","비율","%","","","10.9","12.3",
"3인","약간 감소","클로렐라/엽록소","비율","%","20.3","14.9","","",
"3인","약간 감소","엽록소","비율","%","","","24.6","22.9",
"3인","약간 감소","인삼류","비율","%","10.9","14.8","17.2","12.3",
"3인","약간 감소","페놀류","비율","%","25.8","10.6","20.2","21",
"3인","약간 감소","당 및 탄수화물","비율","%","15.3","16","17.3","17.7",
"3인","약간 감소","발효미생물류","비율","%","10.2","10.9","6.6","6.2",
"3인","약간 감소","신규기능성식품","비율","%","","","10.2","13.2",
"3인","비슷","비타민 및 무기질","비율","%","70.2","60.3","69.8","75.8",
"3인","비슷","식이섬유","비율","%","47.5","63.1","49.8","60.7",
"3인","비슷","아미노산 및 단백질","비율","%","68.8","62.6","51.9","56.9",
"3인","비슷","필수지방산","비율","%","60.6","54.2","","",
"3인","비슷","지방산","비율","%","","","61","63.9",
"3인","비슷","클로렐라/엽록소","비율","%","65.4","61.7","","",
"3인","비슷","엽록소","비율","%","","","56.2","57",
"3인","비슷","인삼류","비율","%","65.1","60.3","57.6","59.4",
"3인","비슷","페놀류","비율","%","57.1","71.3","55.2","62.8",
"3인","비슷","당 및 탄수화물","비율","%","71.3","64.7","56.9","65.3",
"3인","비슷","발효미생물류","비율","%","65.5","59","51.1","72.4",
"3인","비슷","신규기능성식품","비율","%","","","56.6","67.4",
"3인","약간 증가","비타민 및 무기질","비율","%","19.8","32.6","18.3","18.3",
"3인","약간 증가","식이섬유","비율","%","22","15","22.1","11.8",
"3인","약간 증가","아미노산 및 단백질","비율","%","11.7","13.6","24.2","10.3",
"3인","약간 증가","필수지방산","비율","%","26.6","32.7","","",
"3인","약간 증가","지방산","비율","%","","","25.5","20",
"3인","약간 증가","클로렐라/엽록소","비율","%","5.8","15.9","","",
"3인","약간 증가","엽록소","비율","%","","","8.6","9.9",
"3인","약간 증가","인삼류","비율","%","19.9","20.9","18.2","19.7",
"3인","약간 증가","페놀류","비율","%","11.6","9.3","14.3","7",
"3인","약간 증가","당 및 탄수화물","비율","%","7.2","12.1","16","8.9",
"3인","약간 증가","발효미생물류","비율","%","20.8","26.2","37.4","18.7",
"3인","약간 증가","신규기능성식품","비율","%","","","30.6","15.8",
"3인","매우 증가","비타민 및 무기질","비율","%",".3",".7",".2",".4",
"3인","매우 증가","식이섬유","비율","%","0","0",".4",".3",
"3인","매우 증가","아미노산 및 단백질","비율","%","1.6","1.5",".7","1.4",
"3인","매우 증가","필수지방산","비율","%",".5","2.1","","",
"3인","매우 증가","지방산","비율","%","","","0",".3",
"3인","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"3인","매우 증가","엽록소","비율","%","","",".4",".3",
"3인","매우 증가","인삼류","비율","%",".1",".5","1.4","2.7",
"3인","매우 증가","페놀류","비율","%","0","0",".5",".3",
"3인","매우 증가","당 및 탄수화물","비율","%","0","0","1.6","0",
"3인","매우 증가","발효미생물류","비율","%","1.8","2.4","1.3","1.3",
"3인","매우 증가","신규기능성식품","비율","%","","",".9",".5",
"3인","평균","비타민 및 무기질","비율","점","3.09","3.25","3.04","3.13",
"3인","평균","식이섬유","비율","점","2.86","2.92","2.85","2.71",
"3인","평균","아미노산 및 단백질","비율","점","2.94","2.89","2.95","2.71",
"3인","평균","필수지방산","비율","점","3.12","3.24","","",
"3인","평균","지방산","비율","점","","","3.09","3.01",
"3인","평균","클로렐라/엽록소","비율","점","2.69","2.86","","",
"3인","평균","엽록소","비율","점","","","2.64","2.68",
"3인","평균","인삼류","비율","점","3.01","3","2.93","3.01",
"3인","평균","페놀류","비율","점","2.75","2.81","2.75","2.69",
"3인","평균","당 및 탄수화물","비율","점","2.8","2.82","2.85","2.75",
"3인","평균","발효미생물류","비율","점","3.11","3.17","3.26","3.12",
"3인","평균","신규기능성식품","비율","점","","","3.19","2.97",
"4인","구입없음","비타민 및 무기질","비율","","22","13.1","","",
"4인","구입없음","식이섬유","비율","","53.4","48.1","","",
"4인","구입없음","아미노산 및 단백질","비율","","57.9","54.5","","",
"4인","구입없음","필수지방산","비율","","36.9","33.5","","",
"4인","구입없음","클로렐라/엽록소","비율","","63.9","58.7","","",
"4인","구입없음","인삼류","비율","","35.9","28.9","","",
"4인","구입없음","페놀류","비율","","66.1","60.9","","",
"4인","구입없음","당 및 탄수화물","비율","","60.9","57.2","","",
"4인","구입없음","발효미생물류","비율","","32.6","28.5","","",
"4인","구입있음","비타민 및 무기질","비율","","78","86.9","","",
"4인","구입있음","식이섬유","비율","","46.6","51.9","","",
"4인","구입있음","아미노산 및 단백질","비율","","42.1","45.5","","",
"4인","구입있음","필수지방산","비율","","63.1","66.5","","",
"4인","구입있음","클로렐라/엽록소","비율","","36.1","41.3","","",
"4인","구입있음","인삼류","비율","","64.1","71.1","","",
"4인","구입있음","페놀류","비율","","33.9","39.1","","",
"4인","구입있음","당 및 탄수화물","비율","","39.1","42.8","","",
"4인","구입있음","발효미생물류","비율","","67.4","71.5","","",
"4인","매우 감소","비타민 및 무기질","비율","%","2.2","1.9","","",
"4인","매우 감소","식이섬유","비율","%","4.2","2.8","","",
"4인","매우 감소","아미노산 및 단백질","비율","%","3","3.4","","",
"4인","매우 감소","필수지방산","비율","%","1.9","2.3","","",
"4인","매우 감소","클로렐라/엽록소","비율","%","4.3","7","","",
"4인","매우 감소","인삼류","비율","%","4.6","2.5","","",
"4인","매우 감소","페놀류","비율","%","2.7","2.7","","",
"4인","매우 감소","당 및 탄수화물","비율","%","5.9","5.3","","",
"4인","매우 감소","발효미생물류","비율","%","2.2","2.2","","",
"4인","약간 감소","비타민 및 무기질","비율","%","4","2.4","","",
"4인","약간 감소","식이섬유","비율","%","22.2","11.8","","",
"4인","약간 감소","아미노산 및 단백질","비율","%","12.8","19.6","","",
"4인","약간 감소","필수지방산","비율","%","14.6","8.3","","",
"4인","약간 감소","클로렐라/엽록소","비율","%","15.6","13.9","","",
"4인","약간 감소","인삼류","비율","%","13.4","10.9","","",
"4인","약간 감소","페놀류","비율","%","18.8","17.3","","",
"4인","약간 감소","당 및 탄수화물","비율","%","19.4","13.6","","",
"4인","약간 감소","발효미생물류","비율","%","5.2","6.4","","",
"4인","비슷","비타민 및 무기질","비율","%","74.5","62.1","","",
"4인","비슷","식이섬유","비율","%","62.3","68","","",
"4인","비슷","아미노산 및 단백질","비율","%","71.3","57.7","","",
"4인","비슷","필수지방산","비율","%","65.5","61.9","","",
"4인","비슷","클로렐라/엽록소","비율","%","66.9","68.6","","",
"4인","비슷","인삼류","비율","%","59.1","58.9","","",
"4인","비슷","페놀류","비율","%","66.7","65","","",
"4인","비슷","당 및 탄수화물","비율","%","67.2","71.7","","",
"4인","비슷","발효미생물류","비율","%","69.7","59.1","","",
"4인","약간 증가","비타민 및 무기질","비율","%","18.9","32.8","","",
"4인","약간 증가","식이섬유","비율","%","11.3","14","","",
"4인","약간 증가","아미노산 및 단백질","비율","%","12.6","19.1","","",
"4인","약간 증가","필수지방산","비율","%","17.8","27.5","","",
"4인","약간 증가","클로렐라/엽록소","비율","%","13","10.5","","",
"4인","약간 증가","인삼류","비율","%","22.6","26.1","","",
"4인","약간 증가","페놀류","비율","%","11.8","14.9","","",
"4인","약간 증가","당 및 탄수화물","비율","%","7.6","7.8","","",
"4인","약간 증가","발효미생물류","비율","%","21.4","31","","",
"4인","매우 증가","비타민 및 무기질","비율","%",".4",".9","","",
"4인","매우 증가","식이섬유","비율","%","0","3.4","","",
"4인","매우 증가","아미노산 및 단백질","비율","%",".2",".1","","",
"4인","매우 증가","필수지방산","비율","%",".1","","","",
"4인","매우 증가","클로렐라/엽록소","비율","%",".2","0","","",
"4인","매우 증가","인삼류","비율","%",".3","1.7","","",
"4인","매우 증가","페놀류","비율","%","0","0","","",
"4인","매우 증가","당 및 탄수화물","비율","%","0","1.6","","",
"4인","매우 증가","발효미생물류","비율","%","1.5","1.2","","",
"4인","평균","비타민 및 무기질","비율","점","3.11","3.28","","",
"4인","평균","식이섬유","비율","점","2.81","3.03","","",
"4인","평균","아미노산 및 단백질","비율","점","2.94","2.93","","",
"4인","평균","필수지방산","비율","점","3","3.15","","",
"4인","평균","클로렐라/엽록소","비율","점","2.89","2.83","","",
"4인","평균","인삼류","비율","점","3","3.14","","",
"4인","평균","페놀류","비율","점","2.87","2.92","","",
"4인","평균","당 및 탄수화물","비율","점","2.76","2.87","","",
"4인","평균","발효미생물류","비율","점","3.15","3.22","","",
"4인 이상","구입없음","비타민 및 무기질","비율","","","","14.7","22.7",
"4인 이상","구입없음","식이섬유","비율","","","","55.3","60.6",
"4인 이상","구입없음","아미노산 및 단백질","비율","","","","52.9","60.6",
"4인 이상","구입없음","지방산","비율","","","","34.1","37.5",
"4인 이상","구입없음","엽록소","비율","","","","64.4","65.2",
"4인 이상","구입없음","인삼류","비율","","","","36.6","33.9",
"4인 이상","구입없음","페놀류","비율","","","","63.1","66",
"4인 이상","구입없음","당 및 탄수화물","비율","","","","59.7","61.2",
"4인 이상","구입없음","발효미생물류","비율","","","","17.4","25.7",
"4인 이상","구입없음","신규기능성식품","비율","","","","40.5","41.6",
"4인 이상","구입있음","비타민 및 무기질","비율","","","","85.3","77.3",
"4인 이상","구입있음","식이섬유","비율","","","","44.7","39.4",
"4인 이상","구입있음","아미노산 및 단백질","비율","","","","47.1","39.4",
"4인 이상","구입있음","지방산","비율","","","","65.9","62.5",
"4인 이상","구입있음","엽록소","비율","","","","35.6","34.8",
"4인 이상","구입있음","인삼류","비율","","","","63.4","66.1",
"4인 이상","구입있음","페놀류","비율","","","","36.9","34",
"4인 이상","구입있음","당 및 탄수화물","비율","","","","40.3","38.8",
"4인 이상","구입있음","발효미생물류","비율","","","","82.6","74.3",
"4인 이상","구입있음","신규기능성식품","비율","","","","59.5","58.4",
"4인 이상","매우 감소","비타민 및 무기질","비율","%","","","2.9",".8",
"4인 이상","매우 감소","식이섬유","비율","%","","","4.1","5.9",
"4인 이상","매우 감소","아미노산 및 단백질","비율","%","","","5.1","9.2",
"4인 이상","매우 감소","지방산","비율","%","","","1.2","1.5",
"4인 이상","매우 감소","엽록소","비율","%","","","5.8","9.3",
"4인 이상","매우 감소","인삼류","비율","%","","","2.3","4.6",
"4인 이상","매우 감소","페놀류","비율","%","","","10.3","9.7",
"4인 이상","매우 감소","당 및 탄수화물","비율","%","","","6.4","6.6",
"4인 이상","매우 감소","발효미생물류","비율","%","","",".8",".9",
"4인 이상","매우 감소","신규기능성식품","비율","%","","","4.1","2.7",
"4인 이상","약간 감소","비타민 및 무기질","비율","%","","","5.4","5.1",
"4인 이상","약간 감소","식이섬유","비율","%","","","21.2","20.6",
"4인 이상","약간 감소","아미노산 및 단백질","비율","%","","","14.1","22.7",
"4인 이상","약간 감소","지방산","비율","%","","","9.2","12",
"4인 이상","약간 감소","엽록소","비율","%","","","18.3","27.8",
"4인 이상","약간 감소","인삼류","비율","%","","","15.9","12.6",
"4인 이상","약간 감소","페놀류","비율","%","","","23.2","20.5",
"4인 이상","약간 감소","당 및 탄수화물","비율","%","","","16.8","23.2",
"4인 이상","약간 감소","발효미생물류","비율","%","","","6.2","9.4",
"4인 이상","약간 감소","신규기능성식품","비율","%","","","7.6","10.8",
"4인 이상","비슷","비타민 및 무기질","비율","%","","","69.3","74.3",
"4인 이상","비슷","식이섬유","비율","%","","","51.3","63.3",
"4인 이상","비슷","아미노산 및 단백질","비율","%","","","55.7","55.9",
"4인 이상","비슷","지방산","비율","%","","","56.4","68.9",
"4인 이상","비슷","엽록소","비율","%","","","59.6","58.8",
"4인 이상","비슷","인삼류","비율","%","","","57.8","63.3",
"4인 이상","비슷","페놀류","비율","%","","","51.7","64.6",
"4인 이상","비슷","당 및 탄수화물","비율","%","","","58.9","62.7",
"4인 이상","비슷","발효미생물류","비율","%","","","52.1","63",
"4인 이상","비슷","신규기능성식품","비율","%","","","58.9","69.3",
"4인 이상","약간 증가","비타민 및 무기질","비율","%","","","21.9","19.4",
"4인 이상","약간 증가","식이섬유","비율","%","","","23.2","10.1",
"4인 이상","약간 증가","아미노산 및 단백질","비율","%","","","24.1","11.8",
"4인 이상","약간 증가","지방산","비율","%","","","31.8","17.2",
"4인 이상","약간 증가","엽록소","비율","%","","","15.7","4.1",
"4인 이상","약간 증가","인삼류","비율","%","","","23.6","18.4",
"4인 이상","약간 증가","페놀류","비율","%","","","13.4","5.2",
"4인 이상","약간 증가","당 및 탄수화물","비율","%","","","17.8","6.9",
"4인 이상","약간 증가","발효미생물류","비율","%","","","39.3","25",
"4인 이상","약간 증가","신규기능성식품","비율","%","","","28.1","16.5",
"4인 이상","매우 증가","비타민 및 무기질","비율","%","","",".6",".4",
"4인 이상","매우 증가","식이섬유","비율","%","","",".2","0",
"4인 이상","매우 증가","아미노산 및 단백질","비율","%","","","1",".3",
"4인 이상","매우 증가","지방산","비율","%","","","1.4",".5",
"4인 이상","매우 증가","엽록소","비율","%","","",".5","0",
"4인 이상","매우 증가","인삼류","비율","%","","",".4","1.2",
"4인 이상","매우 증가","페놀류","비율","%","","","1.3","0",
"4인 이상","매우 증가","당 및 탄수화물","비율","%","","","0",".6",
"4인 이상","매우 증가","발효미생물류","비율","%","","","1.7","1.8",
"4인 이상","매우 증가","신규기능성식품","비율","%","","","1.3",".7",
"4인 이상","평균","비타민 및 무기질","비율","점","","","3.12","3.13",
"4인 이상","평균","식이섬유","비율","점","","","2.94","2.78",
"4인 이상","평균","아미노산 및 단백질","비율","점","","","3.02","2.71",
"4인 이상","평균","지방산","비율","점","","","3.23","3.03",
"4인 이상","평균","엽록소","비율","점","","","2.87","2.58",
"4인 이상","평균","인삼류","비율","점","","","3.04","2.99",
"4인 이상","평균","페놀류","비율","점","","","2.72","2.65",
"4인 이상","평균","당 및 탄수화물","비율","점","","","2.88","2.72",
"4인 이상","평균","발효미생물류","비율","점","","","3.35","3.17",
"4인 이상","평균","신규기능성식품","비율","점","","","3.15","3.02",
"5인 이상","구입없음","비타민 및 무기질","비율","","30.3","15.2","","",
"5인 이상","구입없음","식이섬유","비율","","63.8","46.8","","",
"5인 이상","구입없음","아미노산 및 단백질","비율","","67.2","46.8","","",
"5인 이상","구입없음","필수지방산","비율","","47.1","41.3","","",
"5인 이상","구입없음","클로렐라/엽록소","비율","","64.5","46.8","","",
"5인 이상","구입없음","인삼류","비율","","45.9","34.4","","",
"5인 이상","구입없음","페놀류","비율","","73.8","37.6","","",
"5인 이상","구입없음","당 및 탄수화물","비율","","67.2","41.3","","",
"5인 이상","구입없음","발효미생물류","비율","","27.3","30.3","","",
"5인 이상","구입있음","비타민 및 무기질","비율","","69.7","84.8","","",
"5인 이상","구입있음","식이섬유","비율","","36.2","53.2","","",
"5인 이상","구입있음","아미노산 및 단백질","비율","","32.8","53.2","","",
"5인 이상","구입있음","필수지방산","비율","","52.9","58.7","","",
"5인 이상","구입있음","클로렐라/엽록소","비율","","35.5","53.2","","",
"5인 이상","구입있음","인삼류","비율","","54.1","65.6","","",
"5인 이상","구입있음","페놀류","비율","","26.2","62.4","","",
"5인 이상","구입있음","당 및 탄수화물","비율","","32.8","58.7","","",
"5인 이상","구입있음","발효미생물류","비율","","72.7","69.7","","",
"5인 이상","매우 감소","비타민 및 무기질","비율","%","0","0","","",
"5인 이상","매우 감소","식이섬유","비율","%","0","0","","",
"5인 이상","매우 감소","아미노산 및 단백질","비율","%","0","0","","",
"5인 이상","매우 감소","필수지방산","비율","%","11.3","","","",
"5인 이상","매우 감소","클로렐라/엽록소","비율","%","30.3","0","","",
"5인 이상","매우 감소","인삼류","비율","%","17","0","","",
"5인 이상","매우 감소","페놀류","비율","%","0","0","","",
"5인 이상","매우 감소","당 및 탄수화물","비율","%","37","0","","",
"5인 이상","매우 감소","발효미생물류","비율","%","0","0","","",
"5인 이상","약간 감소","비타민 및 무기질","비율","%","7.1","0","","",
"5인 이상","약간 감소","식이섬유","비율","%","53.5","21.1","","",
"5인 이상","약간 감소","아미노산 및 단백질","비율","%","33.3","0","","",
"5인 이상","약간 감소","필수지방산","비율","%","0","13.5","","",
"5인 이상","약간 감소","클로렐라/엽록소","비율","%","5.5","0","","",
"5인 이상","약간 감소","인삼류","비율","%","23","34.3","","",
"5인 이상","약간 감소","페놀류","비율","%","41.6","12.1","","",
"5인 이상","약간 감소","당 및 탄수화물","비율","%","32.4","12.9","","",
"5인 이상","약간 감소","발효미생물류","비율","%","16.6","4.2","","",
"5인 이상","비슷","비타민 및 무기질","비율","%","72.4","62.9","","",
"5인 이상","비슷","식이섬유","비율","%","46.5","64.7","","",
"5인 이상","비슷","아미노산 및 단백질","비율","%","20","76.2","","",
"5인 이상","비슷","필수지방산","비율","%","77.1","56.3","","",
"5인 이상","비슷","클로렐라/엽록소","비율","%","58.7","84","","",
"5인 이상","비슷","인삼류","비율","%","56.5","21.8","","",
"5인 이상","비슷","페놀류","비율","%","29.2","80.4","","",
"5인 이상","비슷","당 및 탄수화물","비율","%","30.6","78.6","","",
"5인 이상","비슷","발효미생물류","비율","%","73","41.3","","",
"5인 이상","약간 증가","비타민 및 무기질","비율","%","20.5","37.1","","",
"5인 이상","약간 증가","식이섬유","비율","%","0","14.2","","",
"5인 이상","약간 증가","아미노산 및 단백질","비율","%","46.7","23.8","","",
"5인 이상","약간 증가","필수지방산","비율","%","11.5","28.5","","",
"5인 이상","약간 증가","클로렐라/엽록소","비율","%","5.5","16","","",
"5인 이상","약간 증가","인삼류","비율","%","3.5","44","","",
"5인 이상","약간 증가","페놀류","비율","%","29.2","5.9","","",
"5인 이상","약간 증가","당 및 탄수화물","비율","%","0","8.5","","",
"5인 이상","약간 증가","발효미생물류","비율","%","10.4","54.5","","",
"5인 이상","매우 증가","비타민 및 무기질","비율","%","0","0","","",
"5인 이상","매우 증가","식이섬유","비율","%","0","0","","",
"5인 이상","매우 증가","아미노산 및 단백질","비율","%","0","0","","",
"5인 이상","매우 증가","필수지방산","비율","%","0","1.7","","",
"5인 이상","매우 증가","클로렐라/엽록소","비율","%","0","0","","",
"5인 이상","매우 증가","인삼류","비율","%","0","0","","",
