코드유형,코드,코드명
BIZ_FLD_TY_CD,94,전국의료관련감염감시체계가입기관(신생아중환자실)
BIZ_FLD_TY_CD,95,의·한협진 3단계 시범기관
BIZ_FLD_TY_CD,96,일차의료 왕진수가 시범기관
BIZ_FLD_TY_CD,97,정신질환자 지속치료지원 시범기관
BIZ_FLD_TY_CD,98,복막투석 환자 재택관리 시범기관
BIZ_FLD_TY_CD,99,1형 당뇨병환자 재택의료 시범기관
BIZ_FLD_TY_CD,100,코로나19 검사 실시기관
BIZ_FLD_TY_CD,101,코로나19 선별진료소 운영기관
BIZ_FLD_TY_CD,102,코로나19 국민안심병원 운영기관
BIZ_FLD_TY_CD,103,코로나19 중증응급진료센터 운영기관
BIZ_FLD_TY_CD,104,가정형호스피스 전문기관
BIZ_FLD_TY_CD,105,가정용 인공호흡기환자 재택의료 시범기관
BIZ_FLD_TY_CD,106,코로나19 생활치료센터 운영기관
BIZ_FLD_TY_CD,107,장애인 치과주치의 시범기관
BIZ_FLD_TY_CD,108,원격협의진찰 실시기관
BIZ_FLD_TY_CD,109,분만취약지 임신부 재택의료 시범기관
BIZ_FLD_TY_CD,110,심장질환자 재택의료 시범기관
BIZ_FOM_TP_CD,1,공통서식
BIZ_FOM_TP_CD,2,일반서식
BIZ_GRP_CD,1,발췌
BIZ_GRP_CD,2,확정
BIZ_GRP_CD,3,선정
BIZ_GRP_CD,4,분배
BIZ_INFM_DEV_TY_CD,10,신규개발
BIZ_INFM_DEV_TY_CD,20,기능오류
BIZ_INFM_DEV_TY_CD,30,기능추가및변경
BIZ_INFM_DEV_TY_CD,40,권한/계정신청
BIZ_INFM_DEV_TY_CD,50,자료요청
BIZ_INFM_DEV_TY_CD,56,모델변경
BIZ_INFM_DEV_TY_CD,60,기타
BIZ_INFM_DEV_TY_CD,61,자료처리
BIZ_INFM_DEV_TY_CD,62,서버작업
BIZ_INFM_DEV_TY_CD,63,프레임워크
BIZ_INFM_DEV_TY_CD,70,자체개선
BIZ_RNG_TP_CD,1,공통
BIZ_RNG_TP_CD,2,본원
BIZ_RNG_TP_CD,3,서울사무소
BIZ_SYS_TP_CD,1,심사시스템
BIZ_SYS_TP_CD,2,심사위원업무포털
BIZ_TP_CD,BH        ,회계관리
BIZ_TP_CD,BJ        ,인사관리
BIZ_TP_CD,EE        ,응용시스템공통
BIZ_TP_CD,FH        ,전산심사
BIZ_TP_CD,JA        ,공통코드관리
BIZ_TP_CD,JB        ,심사기준
BIZ_TP_CD,JC        ,요양기관 관리
BIZ_TP_CD,JD        ,유관기관 관리
BIZ_TP_CD,JE        ,청구심사 관리(서면)
BIZ_TP_CD,JF        ,청구심사 관리(디스켓)
BIZ_TP_CD,JG        ,청구심사 관리(DRG)
BIZ_TP_CD,JH        ,심사결정
BIZ_TP_CD,JK        ,약제공급현황
BIZ_TP_CD,JR        ,EDI 송수신
BIZ_TP_CD,JX        ,공통함수관리
BIZ_TP_CD,KD        ,재심사
BIZ_TP_CD,KF        ,현지조사
BIZ_TP_CD,KG        ,녹색인증기관 관리
BIZ_TP_CD,KH        ,실거래가
BIZ_TP_CD,KI        ,응급대불관리
BIZ_TP_CD,KJ        ,청구명세서 대출관리
BIZ_TP_CD,KK        ,처방전사후관리
BIZ_TP_CD,KR        ,심사재점검
BIZ_TP_CD,KS        ,녹색인증기관 사후심사
BIZ_TP_CD,KX        ,사후공통
BIZ_TP_CD,NA        ,통계 시스템 관리
BIZ_TP_CD,NC        ,내부통계
BIZ_TP_CD,ND        ,통계 연보
BIZ_TP_CD,NE        ,통계 종합 정보
BIZ_TP_CD,NF        ,분석 통계
BIZ_TP_CD,NX        ,통계 공통
BIZ_TP_CD,PX        ,평가관리
BIZ_TP_CD,ZZ        ,전체
BIZ_TRIT_TP_CD,1,HIRA+
BIZ_TRIT_TP_CD,2,HIRA포탈
BIZ_TRIT_TP_CD,3,지식기반심사
BIZ_TY_CD,$         ,해당사항없음
BKN_EXPRM_CD,0,실험1
BKN_EXPRM_CD,1,실험2
BLDG_FRM_CD,1,독립건물
BLDG_FRM_CD,2,복합건물
BLDR_RE_TRN_PGM_CD,0,미실시
BLDR_RE_TRN_PGM_CD,1,실시
BLDVE_CPCT_CD,1,혈관파열
BLDVE_CPCT_CD,2,혈관박리(type c이상)
BLDVE_CPCT_CD,3,기록없음
BLDVE_CPCT_EDU_YN_CD,0,무
BLDVE_CPCT_EDU_YN_CD,1,유
BLGS_TP_CD,0,대지
BLGS_TP_CD,1,산
BLLN_ETS_SOPR_TP_CD,0,안함
BLLN_ETS_SOPR_TP_CD,1,시행
BLLN_ETS_SOPR_TP_CD,2,해당사항 없음(밸브삽입 실패)
BLPR_TY_CD,1,적혈구
BLPR_TY_CD,2,혈소판
BLPR_TY_CD,3,혈장
BLSG_EXM_CD,0,아니오
BLSG_EXM_CD,1,예
BLSG_MASR_TY_CD,0,자가혈당측정
BLSG_MASR_TY_CD,1,연속혈당측정
BLSG_MGMT_EDU_YN_CD,0,무
BLSG_MGMT_EDU_YN_CD,1,유
BLSP_CRE_STEP_TP_CD,1,청명
BLSP_CRE_STEP_TP_CD,2,부속 테이블까지작업
BLT_TP_CD,10,일반
BLT_TP_CD,11,긴급
BLTS_CD,0,미실시
BLTS_CD,1,실시
BLTS_CPCT_CD,11,과다출혈
BLTS_CPCT_CD,12,산욕감염
BLTS_CPCT_CD,13,기타 합병증
BLTS_CPCT_CD,14,신생아 합병증
BLTS_CPCT_CD,21,이완성 출혈
BLTS_CPCT_CD,22,정상감염
BLTS_CPCT_CD,23,기타 합병증
BLTS_CPCT_CD,24,신생아 합병증
BLTS_CPCT_CD,31,급성안내염
BLTS_CPCT_CD,32,초자체 탈출에 의한것
BLTS_CPCT_CD,33,절개부 봉합부전에 의한것
BLTS_CPCT_CD,34,"출혈(전방출혈,초자체출혈 등)"
BLTS_CPCT_CD,35,"기타 합병증(안압상승,시력장애 등)"
BLTS_CPCT_CD,41,출혈
BLTS_CPCT_CD,42,"감염(증)(인후염,중이염 등)"
BLTS_CPCT_CD,43,"기도폐쇄,협착"
BLTS_CPCT_CD,44,기타 합병증
BLTS_CPCT_CD,51,창상감염(복강내 감염 포함)
BLTS_CPCT_CD,52,출혈
BLTS_CPCT_CD,53,분류
BLTS_CPCT_CD,54,장폐색증
BLTS_CPCT_CD,55,기타 합병증
BLTS_CPCT_CD,ZZ        ,ZZZZZZZZZZZZ
BLTS_SEFT_CD,1,급성 용혈성 반응
BLTS_SEFT_CD,2,단순발열 반응
BLTS_SEFT_CD,3,두드러기성 반응
BLTS_SEFT_CD,4,아나팔락스 반응
BLTS_SEFT_CD,5,세균 오염에 의한 부작용
BLTS_SEFT_CD,6,기타 부작용
BLTS_SEFT_CD,Z         ,ZZZZZZZZZZZ
BM_CELL_EQP_KND_CD,1,무균실
BM_CELL_EQP_KND_CD,2,처치실
BM_CELL_EQP_KND_CD,3,준비실
BM_CELL_EQP_KND_CD,4,세포처리실
BM_CELL_OFT_TY_CD,1,ABO혈액형 부적합에 관한 혈장반출법 실시장비
BM_CELL_OFT_TY_CD,2,조직형(HLA)검사등을 실시장비
BM_CELL_OFT_TY_CD,3,혈액 및 혈액성분 제제 24시간 공급장비
BM_CELL_OFT_TY_CD,4,혈액 및 혈액성분 제제 방사선 조사장비
BM_CELL_OFT_TY_CD,5,전신방사선 조사장비
BM_CELL_OFT_TY_CD,6,조혈모세포를 -196도에서 냉동보관 할수 있는 장비
BM_CELL_OFT_TY_CD,7,기타장비
BM_CELL_PRSCN_TP_CD,1,동종조혈모
BM_CELL_PRSCN_TP_CD,2,자가조혈모
BM_CELL_PRSCN_TP_CD,3,제대혈
BM_CELL_PRSCN_TP_CD,4,자가-자가
BM_CELL_PRSCN_TP_CD,5,자가후동종
BM_CELL_TRP_DIAG_DATA_TP_CD,1,수술
BM_CELL_TRP_DIAG_DATA_TP_CD,2,냉동보관
BM_CELL_TRP_DIAG_DATA_TP_CD,3,냉동보관+수술
BM_CELL_TRP_DIAG_DATA_TP_CD,4,수술후FollowUp
BM_CELL_TRP_DIAG_DATA_TP_CD,5,기타
BM_CELL_TRP_DIAG_DATA_TP_CD,6,수술+사망
BM_CELL_TRP_DIAG_DATA_TP_CD,7,수술+냉동보관+사망
BM_CELL_TRP_DIAG_DATA_TP_CD,8,수술후FollowUp+사망
BM_CNCR_RS_TP_CD,1,폐업
BM_CNCR_RS_TP_CD,2,처분해지
BM_CNCR_RS_TP_CD,3,이전
BM_DIAG_CD,101,급성 골수성 백혈병
BM_DIAG_CD,102,만성 골수성 백혈병
BM_DIAG_CD,103,급성림프모구백혈병
BM_DIAG_CD,104,Hypo Plastic Leukemia
BM_DIAG_CD,105,Acute Bileneal Leukemia
BM_DIAG_CD,106,중증 재생불량성 빈혈
BM_DIAG_CD,107,골수이형성 증후군
BM_DIAG_CD,108,발작성 야간혈색 소뇨증
BM_DIAG_CD,109,혈구탐식성 조직구 증식증
BM_DIAG_CD,110,비호지킨림프종
BM_DIAG_CD,111,호지킨림프종
BM_DIAG_CD,112,부신 뇌백질 이양증
BM_DIAG_CD,113,Gauch's Disease
BM_DIAG_CD,114,만성림프구백혈병
BM_DIAG_CD,115,Myelo Fibrosis
BM_DIAG_CD,116,중증복합 면역결핍 증후군
BM_DIAG_CD,117,Pure Red Cell Aplasia
BM_DIAG_CD,118,뮤코 다당체 침착증
BM_DIAG_CD,119,다발성골수종
BM_DIAG_CD,120,선천성중성구감소증
BM_DIAG_CD,121,Granulocytic sarcoma
BM_DIAG_CD,122,MLD
BM_DIAG_CD,123,만성육아종증
BM_DIAG_CD,124,Glanzmann's Thrombasthenia
BM_DIAG_CD,125,Hyper-IgM Syndrome
BM_DIAG_CD,126,연소성 골수 단핵구성 백혈병
BM_DIAG_CD,127,신세포암
BM_DIAG_CD,128,용혈성 빈혈
BM_DIAG_CD,129,Fanconianemia
BM_DIAG_CD,130,Medulloblastoma
BM_DIAG_CD,131,에반스 증후군
BM_DIAG_CD,132,Mantle cell lymphoma
BM_DIAG_CD,133,이염성 백질 이영양증
BM_DIAG_CD,134,원발불명성선암
BM_DIAG_CD,135,후천성 무거핵구성 혈소판 감소증
BM_DIAG_CD,136,Myeloproliferative disorder
BM_DIAG_CD,137,Wiskott-aldrich Syndrome
BM_DIAG_CD,138,Burkit's lymphoma
BM_DIAG_CD,140,골석화증
BM_DIAG_CD,141,특발성과호산증
BM_DIAG_CD,142,과호산구증후군
BM_DIAG_CD,143,유방암
BM_DIAG_CD,144,급성미분화성 백혈병
BM_DIAG_CD,145,만성호산구성 백혈병
BM_DIAG_CD,146,다발성혈질세포종
BM_DIAG_CD,147,MUO
BM_DIAG_CD,148,pure red cell anemia
BM_DIAG_CD,149,Red cell enolase defficiency
BM_DIAG_CD,150,Burkitt's leukemia
BM_DIAG_CD,151,Prolymphocytic leukemia
BM_DIAG_CD,152,악성골수종
BM_DIAG_CD,153,신경모세포종
BM_DIAG_CD,154,angiosarcoma
BM_DIAG_CD,155,Omenn's syndrome
BM_DIAG_CD,156,Combined immunodeficiency hemophagocytic syndrome
BM_DIAG_CD,157,유윙육종
BM_DIAG_CD,158,신장암
BM_DIAG_CD,159,Essential Thrombocythemia
BM_DIAG_CD,160,난소암
BM_DIAG_CD,161,Panmyelosis
BM_DIAG_CD,199,기타
BM_DIAG_CD,201,급성 골수성 백혈병
BM_DIAG_CD,202,만성 골수성 백혈병
BM_DIAG_CD,203,급성 임파구성 백혈병
BM_DIAG_CD,204,Hypo Plastic Leukemia
BM_DIAG_CD,205,Acute Bileneal Leukemia
BM_DIAG_CD,206,중증 재생불량성 빈혈
BM_DIAG_CD,207,골수이형성 증후군
BM_DIAG_CD,208,발작성 야간혈색 소뇨증
BM_DIAG_CD,209,혈구탐식성 조직구 증식증
BM_DIAG_CD,210,비호지킨림프종
BM_DIAG_CD,211,호지킨림프종
BM_DIAG_CD,212,부신 뇌백질 이양증
BM_DIAG_CD,213,Gauch's Disease
BM_DIAG_CD,214,만성 림프구성 백혈병
BM_DIAG_CD,215,Myelo Fibrosis
BM_DIAG_CD,216,중증복합 면역결핍 증후군
BM_DIAG_CD,217,Pure Red Cell Aplasia
BM_DIAG_CD,218,뮤코 다당체 침착증
BM_DIAG_CD,219,다발성 골수증
BM_DIAG_CD,220,선천성중성구감소증
BM_DIAG_CD,221,Granulocytic sarcoma
BM_DIAG_CD,222,MLD
BM_DIAG_CD,223,만성육아종증
BM_DIAG_CD,224,Glanzmann's Thrombasthenia
BM_DIAG_CD,225,Hyper-IgM Syndrome
BM_DIAG_CD,226,연소성 골수 단핵구성 백혈병
BM_DIAG_CD,227,신세포암
BM_DIAG_CD,228,용혈성 빈혈
BM_DIAG_CD,229,Fanconianemia
BM_DIAG_CD,230,Medulloblastoma
BM_DIAG_CD,231,에반스 증후군
BM_DIAG_CD,232,Mantle cell lymphoma
BM_DIAG_CD,233,이염성 백질 이영양증
BM_DIAG_CD,234,원발불명성선암
BM_DIAG_CD,235,후천성 무거핵구성 혈소판 감소증
BM_DIAG_CD,236,Myeloproliferative disorder
BM_DIAG_CD,237,Wiskott-aldrich Syndrome
BM_DIAG_CD,238,Burkit's lymphoma
BM_DIAG_CD,240,골석화증
BM_DIAG_CD,241,특발성과호산증
BM_DIAG_CD,242,과호산구증후군
BM_DIAG_CD,243,유방암
BM_DIAG_CD,244,급성미분화성 백혈병
BM_DIAG_CD,245,만성호산구성 백혈병
BM_DIAG_CD,246,다발성혈질세포종
BM_DIAG_CD,247,MUO
BM_DIAG_CD,248,pure red cell anemia
BM_DIAG_CD,249,Red cell enolase defficiency
BM_DIAG_CD,250,Burkitt's leukemia
BM_DIAG_CD,251,Prolymphocytic leukemia
BM_DIAG_CD,252,악성골수종
BM_DIAG_CD,253,신경아세포종
BM_DIAG_CD,254,angiosarcoma
BM_DIAG_CD,255,Omenn's syndrome
BM_DIAG_CD,301,급성 골수성 백혈병
BM_DIAG_CD,302,급성림프모구백혈병
BM_DIAG_CD,303,Hypo Plastic Leukemia
BM_DIAG_CD,304,Acute Bileneal Leukemia
BM_DIAG_CD,305,유방암
BM_DIAG_CD,306,비호지킨림프종
BM_DIAG_CD,307,호지킨림프종
BM_DIAG_CD,308,다발성골수종
BM_DIAG_CD,309,신경모세포종
BM_DIAG_CD,310,Ewing's Tumor
BM_DIAG_CD,311,Wilm's Tumor
BM_DIAG_CD,312,Germ Cell Tumor
BM_DIAG_CD,313,Osteogenic Sarcoma
BM_DIAG_CD,314,Primitive Neuroectodermal Tumor
BM_DIAG_CD,315,Rhabdomyosarcoma
BM_DIAG_CD,316,Ovarian Ca
BM_DIAG_CD,317,Brain Stem Glioma
BM_DIAG_CD,318,Choriocarcinoma
BM_DIAG_CD,319,Neurofibromatosis
BM_DIAG_CD,320,Spindle Cell Sarcoma
BM_DIAG_CD,321,Waldenstrom's macroglobulinemia
BM_DIAG_CD,322,Endodermalsinus tumor
BM_DIAG_CD,323,악성생식 세포종양
BM_DIAG_CD,324,Rhabdoid tumor
BM_DIAG_CD,325,급성 혼합형 백혈병
BM_DIAG_CD,326,유 전분증
BM_DIAG_CD,327,Plasmacell Leukemia
BM_DIAG_CD,328,난황낭종양
BM_DIAG_CD,329,망막 모세포종
BM_DIAG_CD,330,Ganglioneuroblastoma
BM_DIAG_CD,331,Lmmature teratoma
BM_DIAG_CD,332,원발불명성선암
BM_DIAG_CD,333,후천성무거핵구성혈소판감소증
BM_DIAG_CD,334,Myeloproliferative disorder
BM_DIAG_CD,335,Langerhans Cell Histiocytosis
BM_DIAG_CD,336,Medulloblastoma
BM_DIAG_CD,337,Hemophagocytosis
BM_DIAG_CD,338,Angio sarcoma
BM_DIAG_CD,339,Anaplastic plasmacytoma
BM_DIAG_CD,340,ITP
BM_DIAG_CD,341,Chronic EBV syndorme
BM_DIAG_CD,342,다발성경화증
BM_DIAG_CD,343,전신성홍반성루프스
BM_DIAG_CD,344,만성림프구백혈병
BM_DIAG_CD,345,Malignant Fibrous Histiocytoma
BM_DIAG_CD,346,고립성녹색종
BM_DIAG_CD,347,골수이형성증후군
BM_DIAG_CD,348,만성골수성 백혈병
BM_DIAG_CD,349,급성미분화성 백혈병
BM_DIAG_CD,350,류머티스성 관절염
BM_DIAG_CD,351,Epithelioid sarcoma
BM_DIAG_CD,352,Atypical teratoid rhabdoid tumor
BM_DIAG_CD,353,Anaplastic mixed oligoastrocytoma
BM_DIAG_CD,354,방광암
BM_DIAG_CD,355,늑막폐모세포종
BM_DIAG_CD,356,흉선암
BM_DIAG_CD,357,PPNET(peripheral primitive neuroectodermal tumor)
BM_DIAG_CD,358,Clear cell sarcoma of kidney
BM_DIAG_CD,359,부신암
BM_DIAG_CD,360,Anaplastic oligodendroglioma
BM_DIAG_CD,361,상의세포종
BM_DIAG_CD,362,상의아세포종
BM_DIAG_CD,363,Soft tissue sarcoma
BM_DIAG_CD,364,Desmoplastic small round cell tumor
BM_DIAG_CD,399,기타
BM_DIAG_CD,401,급성 골수성 백혈병
BM_DIAG_CD,402,만성 골수성 백혈병
BM_DIAG_CD,403,급성림프모구백혈병
BM_DIAG_CD,404,중증 재생 불량성 빈혈
BM_DIAG_CD,405,골수 이형성 증후군
BM_DIAG_CD,406,연소형골수단핵구성백혈병
BM_DIAG_CD,407,Wiskott-aldrich syndrome
BM_DIAG_CD,408,Fanconi Anemia
BM_DIAG_CD,409,부신백질이영양증
BM_DIAG_CD,410,Lymphoma-leukemia syndrome
BM_DIAG_CD,411,Kostman syndrome
BM_DIAG_CD,412,신경모세포종
BM_DIAG_CD,413,angiosarcoma
BM_DIAG_CD,414,Omenn's syndrome
BM_DIAG_CD,415,급성혼합성백혈병
BM_DIAG_CD,416,Hemophagocytic lymphohistiocytosis
BM_DIAG_CD,417,Langerhan's cell histiocytosis
BM_DIAG_CD,418,NK cell leukemia
BM_DIAG_CD,419,골석화증
BM_DIAG_CD,420,HbE/BETA-Thalassemia
BM_DIAG_CD,421,Chronic EBV infection
BM_DIAG_CD,422,Congenital Dyserythropoietic Anemia
BM_DIAG_CD,423,Acute panmyelosis with myelofibrosis
BM_DIAG_CD,424,호지킨림프종
BM_DIAG_CD,425,비호지킨림프종
BM_DIAG_CD,499,기타
BM_DIAG_CD,501,다발성골수종
BM_DIAG_CD,502,신경모세포종
BM_DIAG_CD,503,수모세포종
BM_DIAG_CD,504,망막모세포종
BM_DIAG_CD,505,생식세포종
BM_DIAG_CD,506,ATRT(비정형기형횡문근종양)
BM_DIAG_CD,507,PNET(원시신경외배엽종양)
BM_DIAG_CD,508,PPNET(말초원시신경외배엽종양)
BM_DIAG_CD,509,Waldenstrom’s macroglobulinemia
BM_DIAG_CD,510,Malignant glioneuronal tumor
BM_DIAG_CD,511,상의모세포종
BM_DIAG_CD,512,교모세포종
BM_DIAG_CD,599,기타
BM_DIAG_CD,601,급성골수성백혈병(AML)
BM_DIAG_CD,602,Acute Bileneal Leukemia
BM_DIAG_CD,603,만성골수성백혈병(CML)
BM_DIAG_CD,604,급성림프모구백혈병(ALL)
BM_DIAG_CD,605,중증재생불량성빈혈(Severe aplastic anemia)
BM_DIAG_CD,606,골수형성이상증후군(MDS)
BM_DIAG_CD,607,다발골수종(MM)
BM_DIAG_CD,608,비호지킨 림프종
BM_DIAG_CD,609,호지킨 림프종
BM_DIAG_CD,610,연소기골수단구성백혈병(JMML)
BM_DIAG_CD,611,일차골수섬유증(Primary myelofibrosis)
BM_DIAG_CD,612,혈구포식림프조직구증(HLH)
BM_DIAG_CD,613,랑게르한스세포조직구증(LCH)
BM_DIAG_CD,614,선천성빈혈(Congenital pure red cell anemia)
BM_DIAG_CD,615,Diamond-Blackfan anemia
BM_DIAG_CD,616,Congenital Dyserythropoietic anemia(CDA)
BM_DIAG_CD,617,판코니빈혈(Fanconi anemia)
BM_DIAG_CD,618,선천성이상각화증(Dyskeratosis congenita)
BM_DIAG_CD,619,Shwachman-Diamond syndrome
BM_DIAG_CD,620,중증선천호중구감소증(Kostmann syndrome)
BM_DIAG_CD,621,Wiskott-Aldrich syndrome
BM_DIAG_CD,622,중증 복합면역결핍증(SCIDs)
BM_DIAG_CD,623,만성육아종증(CGD)
BM_DIAG_CD,624,Thalassemia Major
BM_DIAG_CD,625,겸상적혈구병(Sickle cell disease)
BM_DIAG_CD,626,부신 뇌백질 이양증
BM_DIAG_CD,627,발작성야간혈색소뇨증(PNH)
BM_DIAG_CD,628,AL 아밀로이드증(AL amyloidosis)
BM_DIAG_CD,629,POEMS 증후군
BM_DIAG_CD,630,다발성형질세포종
BM_DIAG_CD,631,신경모세포종(Neuroblastoma)
BM_DIAG_CD,632,유윙종양
BM_DIAG_CD,633,말초원시성신경외배엽종양(Peripheral PNET)
BM_DIAG_CD,634,윌름스 종양(Wilms tumor)
BM_DIAG_CD,635,생식세포종(Germ cell tumor)
BM_DIAG_CD,636,수모세포종(Medulloblastoma)
BM_DIAG_CD,637,원시성신경외배엽종양(PNET)
BM_DIAG_CD,638,비정형기형/횡문근종양(AT/RT)
BM_DIAG_CD,639,골육종(Osteosarcoma)
BM_DIAG_CD,640,망막모세포종(Retinoblastoma)
BM_DIAG_CD,641,간모세포종(Hepatoblastoma)
BM_DIAG_CD,642,Anaplastic Ependymoma
BM_DIAG_CD,643,횡문근종양(Rhabdoid tumor)
BM_DIAG_CD,644,Rhabdomyosarcoma
BM_DIAG_CD,645,송과체아세포종(Pineoblastoma)
BM_DIAG_CD,646,자가면역질환
BM_DIAG_CD,699,기타
BM_DIAG_CD,A01       ,발작성 야간 헤모글로빈뇨증
BM_DIAG_CD,A02       ,비정형 용혈성 요독증후군
BM_DIAG_CD,B01       ,발작성 야간 헤모글로빈뇨증
BM_HST_CL_CD,11,내과 전문의
BM_HST_CL_CD,12,소아과 전문의
BM_HST_CL_CD,13,임상병리과 전문의
BM_HST_CL_CD,14,해부병리과 전문의
BM_HST_CL_CD,15,치료방사선과 전문의
BM_HST_CL_CD,21,간호사
BM_HST_CL_CD,22,영양사
BM_HST_CL_CD,23,사회복지사
BM_HST_CL_CD,24,냉동보관전담기사
BM_HST_CL_CD,99,기타
BMA_CHC_TP_CD,A         ,고액
BMA_CHC_TP_CD,B         ,법정전염병
BMA_CHC_TP_CD,C         ,의사본인진료
BMA_CHC_TP_CD,D         ,조혈모세포
BMA_CHC_TP_CD,E         ,"입원, 외래 합철"
BMA_CHC_TP_CD,F         ,의약분업 예외구분코드 오류
BMA_CHC_TP_CD,G         ,연령별 상병 제한 여부
BMA_CHC_TP_CD,H         ,소멸시효 만료건
BMA_CHC_TP_CD,I         ,중복가능 명세서
BMA_CHC_TP_CD,J         ,CI지표관련 열외군
BMA_CHC_TP_CD,K         ,DUR관련
BMA_CHC_TP_CD,L         ,다발생 청구착오 유형건 선별 심사
BMA_CHC_TP_CD,M         ,의료급여보건기관파스처방발생시고액등
BMA_CHC_TP_CD,N         ,사전관리없음
BMA_CHC_TP_CD,O         ,약제상한차액이 수진자총액보다 크거나 같은경우
BMA_CHC_TP_CD,P         ,약제상한차액이 약제총액보다큰경우
BMA_CHC_TP_CD,Q         ,선별급여 관련 명세서
BMA_CHC_TP_CD,R         ,위원심사 필수항목
BMA_CHC_TP_CD,S         ,정신과정액 정신요법 미준수건
BMA_CHC_TP_CD,T         ,원외처방전 발행된 명세서 고액 등
BMA_CHC_TP_CD,U         ,의약품중복처방건-의료급여
BMA_CHC_TP_CD,W         ,"의료급여 장기고액(X,Z 동시발생건)"
BMA_CHC_TP_CD,X         ,의료급여 고액 진료비
BMA_CHC_TP_CD,Y         ,의료급여 사례관리
BMA_CHC_TP_CD,Z         ,의료급여 장기 입원
BNK_PRG_TP_CD,1,유선상담
BNK_PRG_TP_CD,2,독촉고지
BNK_PRG_TP_CD,3,압류
BNK_PRG_TP_CD,4,압류해제
BNK_PRG_TP_CD,5,방문상담
BNR_LNK_MTH_CD,1,xfdl
BNR_LNK_MTH_CD,2,"jsp,html"
BNR_LNK_MTH_CD,3,새창
BNR_LNK_MTH_CD,4,기타(새창)
BODIN_HMRHG_CD,0,문제상황 미해당
BODIN_HMRHG_CD,1,문제상황 해당
BPRSU_BLSG_PRBM_YN_CD,0,무
BPRSU_BLSG_PRBM_YN_CD,1,유
BPRSU_DRFS_DOS_MTH_EDU_YN_CD,0,무
BPRSU_DRFS_DOS_MTH_EDU_YN_CD,1,유
BPRSU_DRFS_SYMT_SLU_EDU_YN_CD,0,무
BPRSU_DRFS_SYMT_SLU_EDU_YN_CD,1,유
BPRSU_MASR_EDU_YN_CD,0,무
BPRSU_MASR_EDU_YN_CD,1,유
BPRSU_PRBM_YN_CD,0,무
BPRSU_PRBM_YN_CD,1,유
BRCH_CD,0,본원
BRCH_CD,1,서울
BRCH_CD,2,부산
BRCH_CD,3,대구
BRCH_CD,4,광주
BRCH_CD,5,대전
BRCH_CD,6,수원
BRCH_CD,7,창원
BRCH_CD,8,의정부
BRCH_CD,9,전주
BRCH_CD,10,인천
BRCH_CD,ZZ        ,ZZZZ
BRCH_SND_TP_CD,E         ,에러
BRCH_SND_TP_CD,N         ,작업대기
BRCH_SND_TP_CD,R         ,작업중
BRCH_SND_TP_CD,Y         ,작업완료
BRD_CHRGP_DIV_CD,1,조사표담당자
BRD_CHRGP_DIV_CD,2,전산담당자
BRD_CHRGP_DIV_CD,3,시스템담당자
BRD_DIV_CD,1,FAQ
BRD_DIV_CD,2,공지사항
BRD_DIV_CD,3,agent공지사항
BRD_DIV_CD,6,환자관리정보
BRD_DIV_CD,7,환자관리정보
BRD_TP_CD,1,일반
BRD_TP_CD,2,긴급
BRD_TY_CD,10,게시판(댓글가능)
BRD_TY_CD,20,자료실
BRD_TY_CD,30,공지사항
BRIEF_CYC_CD,0,전체
BRIEF_CYC_CD,10,월별
BRIEF_CYC_CD,20,분기별
BRIEF_CYC_CD,30,반기별
BRIEF_CYC_CD,40,연도별
BRIEF_CYC_CD,50,기타
BRIEF_MEU_TP_CD,1,XML전송
BRIEF_MEU_TP_CD,2,직접입력
BRIEF_MEU_TP_CD,3,파일로드
BRIEF_MEU_TP_CD,4,CD/디스켓
BRIEF_MEU_TP_CD,5,기타
BRIEF_STAT_CD,0,임시저장
BRIEF_STAT_CD,1,작성완료
BRIEF_TGT_ADM_CD,0,전체
BRIEF_TGT_ADM_CD,10,보건복지부
BRIEF_TGT_ADM_CD,20,내부
BRIEF_TGT_ADM_CD,30,국회
BRIEF_TGT_ADM_CD,40,기타
BRKR_MNTR_USE_CD,0,모니터링 사용안함
BRKR_MNTR_USE_CD,1,자바에이전트 사용하여 모니터링
BRKR_MNTR_USE_CD,2,윈도우버전 모니터링
BSE_EQP_CD,$         ,해당사항없음
BSE_TP_CD,1,수가
BSE_TP_CD,2,고시
BSE_TP_CD,3,지침
BSE_TP_CD,4,행정해석
BSE_TP_CD,5,수가_고시
BSLV_TGTP_RECIP_TP_CD,1,1종
BSLV_TGTP_RECIP_TP_CD,2,2종
BSLV_TGTP_RECIP_TP_CD,3,3종
BSLV_TGTP_RECIP_TP_CD,4,4종
BSNC_GRP_CD,1,제조
BSNC_GRP_CD,2,수입
BSNC_GRP_CD,3,도매
BSNC_TP_CD,0,없음
BSNC_TP_CD,1,제조
BSNC_TP_CD,2,수입
BSNC_TP_CD,3,도매
BSNC_TP_CD,4,제조+수입
BSNC_TP_CD,5,제조+도매
BSNC_TP_CD,6,수입+도매
BSNC_TP_CD,7,제조+수입+도매
BSORE_PAST_HOC_TP_CD,0,없음
BSORE_PAST_HOC_TP_CD,1,있음
BSORE_PAST_HOC_TP_CD,2,확인불가
BSRP_CFR_TP_CD,1,확인
BSRP_CFR_TP_CD,2,반송
BSRP_CFR_TP_CD,3,전표생성
BSRP_EPS_TP_CD,1,일비
BSRP_EPS_TP_CD,2,식비
